date,time,x,y,z
2022-01-03,23:18:00,3339991.191,3823577.846,-4924754.94
2022-01-03,23:21:00,4136886.572,4213478.902,-3889841.394
2022-01-03,23:24:00,4791893.07,4431678.793,-2713001.011
2022-01-03,23:27:00,5276362.813,4474042.821,-1436974.255
2022-01-03,23:30:00,5567771.281,4343498.949,-108319.217
2022-01-03,23:33:00,5650787.836,4049813.056,1224299.325
2022-01-03,23:36:00,5518068.307,3609073.346,2511932.737
2022-01-03,23:39:00,5170718.906,3042900.511,3707206.615
2022-01-03,23:42:00,4618396.074,2377424.695,4766123.782
2022-01-03,23:45:00,3879035.621,1642085.631,5649728.458
2022-01-03,23:48:00,2978240.9,868318.964,6325553.547
2022-01-03,23:51:00,1948342.169,88196.983,6768809.658
2022-01-03,23:54:00,827196.886,-666911.0,6963268.939
2022-01-03,23:57:00,-343233.467,-1367608.613,6901841.085
2022-01-04,0:00:00,-1518478.513,-1987626.814,6586815.632
2022-01-04,0:03:00,-2653262.981,-2504817.674,6029770.096
2022-01-04,0:06:00,-3703262.371,-2901954.675,5251161.186
2022-01-04,0:09:00,-4626866.912,-3167321.899,4279597.883
2022-01-04,0:12:00,-5386870.4,-3295060.585,3150797.187
2022-01-04,0:15:00,-5952009.001,-3285258.421,1906268.212
2022-01-04,0:18:00,-6298285.885,-3143782.285,591763.17
2022-01-04,0:21:00,-6410007.631,-2881855.918,-744450.809
2022-01-04,0:24:00,-6280477.59,-2515404.376,-2053418.62
2022-01-04,0:27:00,-5912306.205,-2064201.354,-3287340.525
2022-01-04,0:30:00,-5317331.341,-1550870.824,-4401339.707
2022-01-04,0:33:00,-4516167.483,-999799.126,-5355083.77
2022-01-04,0:36:00,-3537415.835,-436012.772,-6114201.64
2022-01-04,0:39:00,-2416581.211,115923.927,-6651449.972
2022-01-04,0:42:00,-1194754.328,632941.551,-6947605.844
2022-01-04,0:45:00,82886.878,1094390.408,-6992079.329
2022-01-04,0:48:00,1368704.994,1482833.234,-6783247.036
2022-01-04,0:51:00,2614323.93,1784684.051,-6328514.47
2022-01-04,0:54:00,3772403.586,1990678.185,-5644091.605
2022-01-04,0:57:00,4798409.676,2096155.95,-4754481.843
2022-01-04,1:00:00,5652330.875,2101153.247,-3691690.534
2022-01-04,1:03:00,6300279.325,2010291.342,-2494151.379
2022-01-04,1:06:00,6715904.322,1832465.465,-1205393.242
2022-01-04,1:09:00,6881545.514,1580340.488,127524.565
2022-01-04,1:12:00,6789051.223,1269670.429,1455751.217
2022-01-04,1:15:00,6440210.816,918476.426,2730479.302
2022-01-04,1:18:00,5846772.493,546121.702,3904800.594
2022-01-04,1:21:00,5030032.983,172333.904,4935489.76
2022-01-04,1:24:00,4020027.054,-183769.759,5784632.413
2022-01-04,1:27:00,2854360.494,-504607.192,6421034.582
2022-01-04,1:30:00,1576748.003,-774956.565,6821357.045
2022-01-04,1:33:00,235326.487,-982649.187,6970951.625
2022-01-04,1:36:00,-1119195.736,-1119102.652,6864374.635
2022-01-04,1:39:00,-2435477.283,-1179672.929,6505567.587
2022-01-04,1:42:00,-3663502.733,-1163811.711,5907711.795
2022-01-04,1:45:00,-4756506.727,-1075026.383,5092765.373
2022-01-04,1:48:00,-5672798.992,-920647.924,4090676.91
2022-01-04,1:51:00,-6377406.492,-711411.75,2938290.852
2022-01-04,1:54:00,-6843460.413,-460870.074,1677986.318
2022-01-04,1:57:00,-7053271.023,-184663.843,356091.58
2022-01-04,2:00:00,-6999023.316,100308.008,-978869.332
2022-01-04,2:03:00,-6683055.128,376779.19,-2278012.566
2022-01-04,2:06:00,-6117711.737,628017.389,-3493925.188
2022-01-04,2:09:00,-5324793.642,838690.222,-4582417.527
2022-01-04,2:12:00,-4334626.788,995651.978,-5504115.118
2022-01-04,2:15:00,-3184823.156,1088611.951,-6225830.408
2022-01-04,2:18:00,-1918801.157,1110656.013,-6721679.915
2022-01-04,2:21:00,-584133.288,1058605.75,-6973928.712
2022-01-04,2:24:00,769216.3,933205.791,-6973552.455
2022-01-04,2:27:00,2090706.943,739133.89,-6720525.954
2022-01-04,2:30:00,3331055.374,484833.388,-6223834.852
2022-01-04,2:33:00,4444032.68,182171.985,-5501197.834
2022-01-04,2:36:00,5388171.213,-154065.484,-4578507.067
2022-01-04,2:39:00,6128335.395,-506834.659,-3488987.007
2022-01-04,2:42:00,6637090.668,-857619.565,-2272073.162
2022-01-04,2:45:00,6895806.972,-1187320.496,-972034.641
2022-01-04,2:48:00,6895432.676,-1477199.913,363624.606
2022-01-04,2:51:00,6636887.193,-1709839.729,1685925.222
2022-01-04,2:54:00,6131039.197,-1870060.163,2946260.146
2022-01-04,2:57:00,5398261.199,-1945747.039,4098244.929
2022-01-04,3:00:00,4467580.371,-1928542.014,5099478.09
2022-01-04,3:03:00,3375478.86,-1814358.455,5913134.075
2022-01-04,3:06:00,2164403.768,-1603698.68,6509329.496
2022-01-04,3:09:00,881060.284,-1301759.649,6866207.892
2022-01-04,3:12:00,-425433.109,-918322.519,6970718.289
2022-01-04,3:15:00,-1705452.702,-467429.132,6819067.751
2022-01-04,3:18:00,-2910769.261,33140.486,6416846.802
2022-01-04,3:21:00,-3996380.594,562573.507,5778830.483
2022-01-04,3:24:00,-4922220.649,1097887.348,4928454.965
2022-01-04,3:27:00,-5654681.596,1614919.297,3896974.233
2022-01-04,3:30:00,-6167883.078,2089403.912,2722316.706
2022-01-04,3:33:00,-6444631.572,2498088.644,1447680.173
2022-01-04,3:36:00,-6477027.684,2819835.026,119911.861
2022-01-04,3:39:00,-6266682.223,3036647.508,-1212264.418
2022-01-04,3:42:00,-5824530.439,3134573.742,-2500089.451
2022-01-04,3:45:00,-5170257.869,3104431.815,-3696596.562
2022-01-04,3:48:00,-4331372.183,2942326.287,-4758339.825
2022-01-04,3:51:00,-3341984.141,2649933.351,-5646947.463
2022-01-04,3:54:00,-2241371.728,2234550.259,-6330447.887
2022-01-04,3:57:00,-1072399.452,1708915.58,-6784342.072
2022-01-04,4:00:00,120144.043,1090809.444,-6992398.72
2022-01-04,4:03:00,1291222.865,402455.098,-6947169.323
2022-01-04,4:06:00,2397204.611,-330260.104,-6650229.343
2022-01-04,4:09:00,3397441.742,-1078727.735,-6112134.072
2022-01-04,4:12:00,4255737.161,-1812697.041,-5352091.835
2022-01-04,4:15:00,4941656.229,-2501463.271,-4397357.164
2022-01-04,4:18:00,5431642.007,-3115132.138,-3282338.643
2022-01-04,4:21:00,5709884.491,-3625907.433,-2047431.242
2022-01-04,4:24:00,5768900.163,-4009345.603,-737595.286
2022-01-04,4:27:00,5609781.33,-4245515.938,599274.264
2022-01-04,4:30:00,5242091.449,-4320003.507,1914129.167
2022-01-04,4:33:00,4683397.631,-4224693.058,3158624.082
2022-01-04,4:36:00,3958462.25,-3958283.346,4286954.293
2022-01-04,4:39:00,3098139.15,-3526510.215,5257592.394
2022-01-04,4:42:00,2138028.135,-2942062.537,6034847.672
2022-01-04,4:45:00,1116962.815,-2224197.177,6590183.959
2022-01-04,4:48:00,75403.385,-1398076.496,6903251.119
2022-01-04,4:51:00,-946191.797,-493858.825,6962605.534
2022-01-04,4:54:00,-1908951.899,454424.419,6766107.625
2022-01-04,4:57:00,-2777083.789,1410164.449,6320991.448
2022-01-04,5:00:00,-3519217.161,2335599.701,5643605.708
2022-01-04,5:03:00,-4109560.657,3193321.586,4758832.736
2022-01-04,5:06:00,-4528828.201,3947807.872,3699191.87
2022-01-04,5:09:00,-4764896.001,4566918.462,2503648.976
2022-01-04,5:12:00,-4813157.114,5023288.563,1216168.447
2022-01-04,5:15:00,-4676554.066,5295546.498,-115940.501
2022-01-04,5:18:00,-4365292.782,5369291.828,-1443811.809
2022-01-04,5:21:00,-3896246.386,5237784.754,-2718872.075
2022-01-04,5:24:00,-3292081.536,4902306.033,-3894656.625
2022-01-04,5:27:00,-2580165.489,4372177.977,-4928509.669
2022-01-04,5:30:00,-1791318.635,3664459.553,-5783096.38
2022-01-04,5:33:00,-958481.258,2803348.057,-6427687.504
2022-01-04,5:36:00,-115350.044,1819312.294,-6839187.569
2022-01-04,5:39:00,704957.961,748000.921,-7002881.934
2022-01-04,5:42:00,1471167.958,-371031.054,-6912905.771
2022-01-04,5:45:00,2155004.265,-1495744.583,-6572430.743
2022-01-04,5:48:00,2732205.36,-2583146.401,-5993568.662
2022-01-04,5:51:00,3183375.622,-3590888.05,-5196999.847
2022-01-04,5:54:00,3494650.219,-4478899.696,-4211315.536
2022-01-04,5:57:00,3658140.466,-5210990.282,-3072071.106
2022-01-04,6:00:00,3672145.544,-5756357.243,-1820576.571
2022-01-04,6:03:00,3541112.311,-6090938.336,-502435.895
2022-01-04,6:06:00,3275333.186,-6198525.033,834118.153
2022-01-04,6:09:00,2890387.821,-6071570.779,2140025.553
2022-01-04,6:12:00,2406355.208,-5711641.787,3367259.62
2022-01-04,6:15:00,1846831.762,-5129477.017,4470652.777
2022-01-04,6:18:00,1237813.643,-4344661.814,5409603.773
2022-01-04,6:21:00,606502.218,-3384929.926,6149599.111
2022-01-04,6:24:00,-19911.233,-2285125.908,6663483.558
2022-01-04,6:27:00,-615417.969,-1085888.61,6932433.383
2022-01-04,6:30:00,-1156271.734,167885.07,6946622.747
2022-01-04,6:33:00,-1621938.761,1428747.621,6705567.452
2022-01-04,6:36:00,-1995883.23,2648515.558,6218135.623
2022-01-04,6:39:00,-2266161.827,3780128.763,5502229.749
2022-01-04,6:42:00,-2425807.877,4779492.409,4584147.763
2022-01-04,6:45:00,-2472993.78,5607236.347,3497634.929
2022-01-04,6:48:00,-2410962.825,6230316.185,2282644.212
2022-01-04,6:51:00,-2247732.47,6623377.524,983847.142
2022-01-04,6:54:00,-1995582.451,6769818.44,-351046.434
2022-01-04,6:57:00,-1670354.615,6662495.708,-1673091.753
2022-01-04,7:00:00,-1290600.251,6304031.879,-2933962.234
2022-01-04,7:03:00,-876621.723,5706699.613,-4087749.064
2022-01-04,7:06:00,-449468.596,4891922.447,-5092625.908
2022-01-04,7:09:00,-29937.383,3889426.948,-5912327.806
2022-01-04,7:12:00,362381.028,2736093.458,-6517397.333
2022-01-04,7:15:00,709962.995,1474559.761,-6886163.348
2022-01-04,7:18:00,998089.603,151645.204,-7005439.564
2022-01-04,7:21:00,1215438.095,-1183354.605,-6870943.626
2022-01-04,7:24:00,1354509.547,-2480452.564,-6487431.052
2022-01-04,7:27:00,1411883.99,-3690782.8,-5868552.369
2022-01-04,7:30:00,1388296.229,-4768408.207,-5036433.928
2022-01-04,7:33:00,1288527.179,-5672063.903,-4020966.932
2022-01-04,7:36:00,1121112.533,-6366773.435,-2858817.565
2022-01-04,7:39:00,897874.397,-6825272.805,-1592166.813
2022-01-04,7:42:00,633294.987,-7029168.391,-267209.429
2022-01-04,7:45:00,343755.659,-6969758.065,1067539.973
2022-01-04,7:48:00,46679.519,-6648462.618,2363062.57
2022-01-04,7:51:00,-240378.361,-6076834.844,3571697.61
2022-01-04,7:54:00,-500644.903,-5276130.013,4648958.72
2022-01-04,7:57:00,-718997.662,-4276470.379,5555212.058
2022-01-04,8:00:00,-882740.907,-3115652.28,6257155.567
2022-01-04,8:03:00,-982251.66,-1837649.881,6729040.243
2022-01-04,8:06:00,-1011466.18,-490896.902,6953589.293
2022-01-04,8:09:00,-968190.68,873582.633,6922609.004
2022-01-04,8:12:00,-854222.132,2204132.535,6637273.391
2022-01-04,8:15:00,-675271.228,3450439.823,6108077.27
2022-01-04,8:18:00,-440694.484,4565460.219,5354460.561
2022-01-04,8:21:00,-163045.77,5507227.94,4404111.674
2022-01-04,8:24:00,142536.252,6240483.189,3291963.251
2022-01-04,8:27:00,459077.098,6738045.837,2058911.919
2022-01-04,8:30:00,768620.964,6981882.766,750289.5
2022-01-04,8:33:00,1053148.202,6963785.214,-585852.14
2022-01-04,8:36:00,1295504.291,6685635.176,-1900557.595
2022-01-04,8:39:00,1480287.939,6159250.761,-3145806.138
2022-01-04,8:42:00,1594655.56,5405827.75,-4276290.559
2022-01-04,8:45:00,1629004.598,4455010.185,-5251061.672
2022-01-04,8:48:00,1577503.134,3343648.018,-6034970.482
2022-01-04,8:51:00,1438444.346,2114315.857,-6599866.658
2022-01-04,8:54:00,1214414.734,813661.28,-6925526.826
2022-01-04,8:57:00,912275.678,-509347.545,-7000304.78
2022-01-04,9:00:00,542957.96,-1805223.065,-6821499.944
2022-01-04,9:03:00,121077.275,-3025751.545,-6395442.534
2022-01-04,9:06:00,-335619.09,-4125737.5,-5737306.381
2022-01-04,9:09:00,-806962.503,-5064658.35,-4870635.421
2022-01-04,9:12:00,-1271208.258,-5808173.692,-3826586.576
2022-01-04,9:15:00,-1705991.613,-6329436.056,-2642890.823
2022-01-04,9:18:00,-2089355.342,-6610140.637,-1362548.927
2022-01-04,9:21:00,-2400802.575,-6641259.155,-32293.279
2022-01-04,9:24:00,-2622321.641,-6423404.668,1299134.701
2022-01-04,9:27:00,-2739327.147,-5966793.541,2582817.414
2022-01-04,9:30:00,-2741462.814,-5290798.874,3771520.218
2022-01-04,9:33:00,-2623219.368,-4423116.125,4821487.083
2022-01-04,9:36:00,-2384336.975,-3398588.741,5694091.164
2022-01-04,9:39:00,-2029972.283,-2257753.491,6357273.224
2022-01-04,9:42:00,-1570619.291,-1045183.788,6786711.874
2022-01-04,9:45:00,-1021793.188,192293.977,6966695.482
2022-01-04,9:48:00,-403494.744,1407437.409,6890669.49
2022-01-04,9:51:00,260529.172,2554408.756,6561462.564
2022-01-04,9:54:00,943707.718,3590521.701,5991180.903
2022-01-04,9:57:00,1617714.201,4477851.605,5200775.251
2022-01-04,10:00:00,2253643.197,5184657.526,4219289.421
2022-01-04,10:03:00,2823252.957,5686558.151,3082805.044
2022-01-04,10:06:00,3300219.603,5967415.577,1833114.651
2022-01-04,10:09:00,3661342.597,6019882.421,516153.093
2022-01-04,10:12:00,3887633.621,5845571.023,-819738.952
2022-01-04,10:15:00,3965237.847,5454844.75,-2125640.608
2022-01-04,10:18:00,3886139.654,4866245.994,-3353884.384
2022-01-04,10:21:00,3648616.82,4105595.251,-4459817.809
2022-01-04,10:24:00,3257425.548,3204817.364,-5403413.514
2022-01-04,10:27:00,2723718.547,2200564.297,-6150672.299
2022-01-04,10:30:00,2064705.693,1132701.721,-6674776.417
2022-01-04,10:33:00,1303080.287,42730.659,-6956967.949
2022-01-04,10:36:00,466238.487,-1027794.366,-6987150.015
2022-01-04,10:39:00,-414688.625,-2038805.989,-6764206.412
2022-01-04,10:42:00,-1305957.048,-2953175.859,-6296040.482
2022-01-04,10:45:00,-2172461.601,-3738048.39,-5599336.223
2022-01-04,10:48:00,-2979082.024,-4366017.009,-4699036.03
2022-01-04,10:51:00,-3692089.256,-4816109.601,-3627535.825
2022-01-04,10:54:00,-4280557.849,-5074538.178,-2423596.302
2022-01-04,10:57:00,-4717723.688,-5135175.042,-1130994.057
2022-01-04,11:00:00,-4982220.5,-4999723.98,203053.462
2022-01-04,11:03:00,-5059125.541,-4677567.677,1529634.126
2022-01-04,11:06:00,-4940751.088,-4185286.38,2799987.175
2022-01-04,11:09:00,-4627131.152,-3545865.41,3967358.699
2022-01-04,11:12:00,-4126177.251,-2787635.717,4988778.754
2022-01-04,11:15:00,-3453492.708,-1943002.914,5826678.893
2022-01-04,11:18:00,-2631863.461,-1047038.496,6450282.711
2022-01-04,11:21:00,-1690449.262,-135997.382,6836730.928
2022-01-04,11:24:00,-663707.308,754172.697,6971894.694
2022-01-04,11:27:00,409895.621,1589259.668,6850865.699
2022-01-04,11:30:00,1489341.058,2338112.982,6478123.433
2022-01-04,11:33:00,2532640.247,2973817.513,5867369.99
2022-01-04,11:36:00,3498483.145,3474675.819,5041042.46
2022-01-04,11:39:00,4347899.809,3824968.732,4029506.472
2022-01-04,11:42:00,5045863.257,4015461.683,2869952.193
2022-01-04,11:45:00,5562773.367,4043637.67,1605018.415
2022-01-04,11:48:00,5875736.47,3913636.497,281192.19
2022-01-04,11:51:00,5969578.829,3635906.691,-1052948.973
2022-01-04,11:54:00,5837537.235,3226586.604,-2348572.859
2022-01-04,11:57:00,5481595.229,2706652.341,-3558418.801
2022-01-04,12:00:00,4912457.722,2100883.658,-4638535.438
2022-01-04,12:03:00,4149171.985,1436701.413,-5549861.696
2022-01-04,12:06:00,3218422.87,742939.921,-6259585.347
2022-01-04,12:09:00,2153550.054,48617.164,-6742248.595
2022-01-04,12:12:00,993332.828,-618248.122,-6980579.099
2022-01-04,12:15:00,-219408.685,-1231732.197,-6966043.475
2022-01-04,12:18:00,-1439356.749,-1768980.28,-6699116.787
2022-01-04,12:21:00,-2620337.65,-2211033.11,-6189273.619
2022-01-04,12:24:00,-3717021.174,-2543486.195,-5454696.873
2022-01-04,12:27:00,-4686633.8,-2756964.32,-4521708.293
2022-01-04,12:30:00,-5490636.92,-2847394.929,-3423912.074
2022-01-04,12:33:00,-6096299.743,-2816062.843,-2201059.242
2022-01-04,12:36:00,-6478096.371,-2669437.954,-897654.6
2022-01-04,12:39:00,-6618851.23,-2418776.891,438653.595
2022-01-04,12:42:00,-6510565.252,-2079511.087,1758842.664
2022-01-04,12:45:00,-6154866.226,-1670448.114,3014369.742
2022-01-04,12:48:00,-5563048.804,-1212826.861,4159019.927
2022-01-04,12:51:00,-4755701.792,-729276.126,5150663.73
2022-01-04,12:54:00,-3761942.487,-242734.201,5952836.43
2022-01-04,12:57:00,-2618310.52,224614.118,6536085.764
2022-01-04,13:00:00,-1367364.574,652333.048,6879041.186
2022-01-04,13:03:00,-56050.881,1022616.898,6969171.957
2022-01-04,13:06:00,1266087.801,1321026.91,6803221.135
2022-01-04,13:09:00,2548801.592,1537056.799,6387312.829
2022-01-04,13:12:00,3743060.444,1664506.636,5736731.518
2022-01-04,13:15:00,4802954.981,1701652.363,4875376.513
2022-01-04,13:18:00,5687498.56,1651207.913,3834903.639
2022-01-04,13:21:00,6362267.642,1520082.356,2653570.278
2022-01-04,13:24:00,6800792.906,1318938.94,1374812.936
2022-01-04,13:27:00,6985638.217,1061578.503,45616.656
2022-01-04,13:30:00,6909108.621,764179.586,-1285261.41
2022-01-04,13:33:00,6573548.487,444433.698,-2569133.519
2022-01-04,13:36:00,5991219.614,120622.116,-3759198.377
2022-01-04,13:39:00,5183777.271,-189313.133,-4812257.731
2022-01-04,13:42:00,4181377.229,-468656.416,-5690259.3
2022-01-04,13:45:00,3021477.188,-702721.104,-6361611.895
2022-01-04,13:48:00,1747393.32,-879536.316,-6802246.149
2022-01-04,13:51:00,406674.829,-990390.056,-6996396.455
2022-01-04,13:54:00,-950642.376,-1030213.353,-6937104.128
2022-01-04,13:57:00,-2273852.638,-997792.995,-6626439.246
2022-01-04,14:00:00,-3513419.572,-895808.509,-6075440.308
2022-01-04,14:03:00,-4622785.675,-730692.04,-5303773.67
2022-01-04,14:06:00,-5560112.453,-512314.915,-4339113.659
2022-01-04,14:09:00,-6289889.518,-253508.817,-3216236.901
2022-01-04,14:12:00,-6784349.356,30564.424,-1975841.235
2022-01-04,14:15:00,-7024616.148,323171.472,-663112.024
2022-01-04,14:18:00,-7001520.925,606861.672,673925.448
2022-01-04,14:21:00,-6716019.674,864373.239,1986198.261
2022-01-04,14:24:00,-6179193.685,1079543.546,3225441.532
2022-01-04,14:27:00,-5411818.321,1238174.035,4346038.337
2022-01-04,14:30:00,-4443518.876,1328801.82,5306749.474
2022-01-04,14:33:00,-3311568.012,1343336.995,6072255.771
2022-01-04,14:36:00,-2059390.108,1277535.23,6614460.335
2022-01-04,14:39:00,-734836.218,1131285.076,6913506.895
2022-01-04,14:42:00,611688.627,908696.609,6958477.794
2022-01-04,14:45:00,1929166.009,617989.043,6747769.506
2022-01-04,14:48:00,3167912.18,271182.679,6289143.396
2022-01-04,14:51:00,4281471.806,-116395.646,5599450.048
2022-01-04,14:54:00,5228392.051,-526777.407,4704027.365
2022-01-04,14:57:00,5973809.326,-940161.973,3635786.248
2022-01-04,15:00:00,6490786.904,-1335837.37,2434005.794
2022-01-04,15:03:00,6761338.503,-1693169.422,1142871.163
2022-01-04,15:06:00,6777084.095,-1992610.202,-190187.753
2022-01-04,15:09:00,6539505.372,-2216676.698,-1516290.241
2022-01-04,15:12:00,6059783.402,-2350843.013,-2786949.369
2022-01-04,15:15:00,5358233.933,-2384301.459,-3955878.399
2022-01-04,15:18:00,4463383.0,-2310555.199,-4980678.384
2022-01-04,15:21:00,3410740.642,-2127819.48,-5824345.662
2022-01-04,15:24:00,2241337.701,-1839216.516,-6456544.383
2022-01-04,15:27:00,1000106.896,-1452760.859,-6854617.915
2022-01-04,15:30:00,-265834.147,-981139.764,-7004325.563
2022-01-04,15:33:00,-1508934.13,-441301.028,-6900293.905
2022-01-04,15:36:00,-2682942.725,146140.084,-6546188.492
2022-01-04,15:39:00,-3744582.621,757660.766,-5954602.712
2022-01-04,15:42:00,-4655115.794,1367736.397,-5146669.645
2022-01-04,15:45:00,-5381766.27,1949868.989,-4151391.725
2022-01-04,15:48:00,-5898945.806,2477709.493,-3004684.694
2022-01-04,15:51:00,-6189225.747,2926224.955,-1748148.194
2022-01-04,15:54:00,-6244007.101,3272860.525,-427592.011
2022-01-04,15:57:00,-6063841.723,3498638.749,908639.397
2022-01-04,16:00:00,-5658371.979,3589132.265,2211478.85
2022-01-04,16:03:00,-5045880.097,3535254.469,3432997.984
2022-01-04,16:06:00,-4252472.706,3333822.593,4528230.839
2022-01-04,16:09:00,-3310941.908,2987860.535,5456876.102
2022-01-04,16:12:00,-2259366.901,2506630.096,6184803.314
2022-01-04,16:15:00,-1139523.713,1905389.958,6685307.907
2022-01-04,16:18:00,4817.569,1204893.079,6940068.491
2022-01-04,16:21:00,1129627.571,430648.833,6939789.187
2022-01-04,16:24:00,2192326.205,-388021.535,6684520.559
2022-01-04,16:27:00,3153406.815,-1219105.619,6183654.181
2022-01-04,16:30:00,3977924.246,-2029160.952,5455589.781
2022-01-04,16:33:00,4636794.707,-2784671.602,4527076.466
2022-01-04,16:36:00,5107856.218,-3453448.916,3432245.805
2022-01-04,16:39:00,5376650.15,-4006019.789,2211358.069
2022-01-04,16:42:00,5436879.751,-4416932.586,909298.016
2022-01-04,16:45:00,5290521.811,-4665917.172,-426115.427
2022-01-04,16:48:00,4947589.246,-4738838.619,-1745936.021
2022-01-04,16:51:00,4425555.99,-4628393.029,-3001933.489
2022-01-04,16:54:00,3748478.941,-4334512.161,-4148385.543
2022-01-04,16:57:00,2945871.262,-3864463.493,-5143741.055
2022-01-04,17:00:00,2051390.418,-3232649.068,-5952088.628
2022-01-04,17:03:00,1101413.904,-2460126.674,-6544382.184
2022-01-04,17:06:00,133567.269,-1573882.36,-6899407.183
2022-01-04,17:09:00,-814742.276,-605878.296,-7004466.358
2022-01-04,17:12:00,-1707731.161,408082.797,-6855779.677
2022-01-04,17:15:00,-2512548.994,1429643.067,-6458605.068
2022-01-04,17:18:00,-3200455.913,2419293.934,-5827079.683
2022-01-04,17:21:00,-3747839.655,3337865.2,-4983783.794
2022-01-04,17:24:00,-4137045.976,4148059.601,-3959019.116
2022-01-04,17:27:00,-4356983.24,4815975.197,-2789798.976
2022-01-04,17:30:00,-4403469.687,5312551.557,-1518573.869
2022-01-04,17:33:00,-4279307.718,5614873.359,-191721.547
2022-01-04,17:36:00,-3994066.409,5707260.499,1142156.242
2022-01-04,17:39:00,-3563572.74,5582074.513,2434058.548
2022-01-04,17:42:00,-3009130.168,5240190.162,3636451.712
2022-01-04,17:45:00,-2356501.749,4691099.047,4705077.32
2022-01-04,17:48:00,-1634721.143,3952647.792,5600621.973
2022-01-04,17:51:00,-874792.246,3050422.669,6290183.061
2022-01-04,17:54:00,-108343.166,2016813.048,6748470.595
2022-01-04,17:57:00,633699.736,889804.562,6958711.61
2022-01-04,18:00:00,1322367.496,-288449.079,6913239.816
2022-01-04,18:03:00,1931785.91,-1473222.102,6613759.707
2022-01-04,18:06:00,2440155.938,-2618930.55,6071283.668
2022-01-04,18:09:00,2830545.993,-3680906.223,5305740.604
2022-01-04,18:12:00,3091467.018,-4617166.665,4345260.42
2022-01-04,18:15:00,3217210.125,-5390112.428,3225152.938
2022-01-04,18:18:00,3207932.844,-5968079.936,1986605.353
2022-01-04,18:21:00,3069486.022,-6326674.638,675142.577
2022-01-04,18:24:00,2812992.102,-6449815.456,-661085.909
2022-01-04,18:27:00,2454197.937,-6330443.075,-1973124.678
2022-01-04,18:30:00,2012630.884,-5970846.481,-3213055.112
2022-01-04,18:33:00,1510607.311,-5382599.43,-4335773.39
2022-01-04,18:36:00,972150.776,-4586112.994,-5300623.014
2022-01-04,18:39:00,421884.025,-3609849.818,-6072821.126
2022-01-04,18:42:00,-116058.207,-2489247.486,-6624641.969
2022-01-04,18:45:00,-619049.149,-1265402.161,-6936330.463
2022-01-04,18:48:00,-1066884.006,16432.833,-6996737.09
2022-01-04,18:51:00,-1442559.997,1308484.733,-6803670.788
2022-01-04,18:54:00,-1732902.238,2562186.854,-6363970.332
2022-01-04,18:57:00,-1929018.385,3729950.913,-5693299.069
2022-01-04,19:00:00,-2026571.459,4766944.307,-4815658.465
2022-01-04,19:03:00,-2025860.478,5632817.486,-3762614.163
2022-01-04,19:06:00,-1931701.355,6293314.012,-2572236.93
2022-01-04,19:09:00,-1753106.418,6721691.63,-1287783.141
2022-01-04,19:12:00,-1502774.569,6899885.709,43854.279
2022-01-04,19:15:00,-1196410.168,6819347.414,1373871.109
2022-01-04,19:18:00,-851900.482,6481496.956,2653394.492
2022-01-04,19:21:00,-488393.918,5897742.959,3835343.534
2022-01-04,19:24:00,-125331.953,5089084.238,4876213.998
2022-01-04,19:27:00,218515.307,4085309.023,5737723.646
2022-01-04,19:30:00,525963.377,2923831.131,6388229.862
2022-01-04,19:33:00,782226.591,1648236.521,6803882.896
2022-01-04,19:36:00,975596.395,306596.955,6969477.82
2022-01-04,19:39:00,1097958.159,-1050374.41,6878985.85
2022-01-04,19:42:00,1145127.012,-2371259.795,6535763.433
2022-01-04,19:45:00,1116990.89,-3605906.862,5952430.892
2022-01-04,19:48:00,1017455.098,-4707360.603,5150417.638
2022-01-04,19:51:00,854195.035,-5633680.07,4159189.601
2022-01-04,19:54:00,638228.212,-6349584.23,3015182.518
2022-01-04,19:57:00,383319.683,-6827853.232,1760456.694
2022-01-04,20:00:00,105247.784,-7050409.981,441125.127
2022-01-04,20:03:00,-179032.066,-7009033.701,-894386.025
2022-01-04,20:06:00,-452281.508,-6705653.999,-2197173.907
2022-01-04,20:09:00,-697878.674,-6152215.312,-3419692.248
2022-01-04,20:12:00,-900678.656,-5370137.275,-4517504.919
2022-01-04,20:15:00,-1047792.247,-4389401.287,-5450888.062
2022-01-04,20:18:00,-1129245.228,-3247324.572,-6186217.053
2022-01-04,20:21:00,-1138490.863,-1987090.42,-6697104.736
2022-01-04,20:24:00,-1072758.17,-656099.363,-6965267.06
2022-01-04,20:27:00,-933227.136,695792.644,-6981107.183
2022-01-04,20:30:00,-725024.829,2018092.911,-6744018.193
2022-01-04,20:33:00,-457044.31,3261498.373,-6262407.796
2022-01-04,20:36:00,-141590.346,4379689.271,-5553446.03
2022-01-04,20:39:00,206141.917,5331041.4,-4642526.75
2022-01-04,20:42:00,568738.198,6080200.54,-3562443.791
2022-01-04,20:45:00,927364.918,6599458.446,-2352285.732
2022-01-04,20:48:00,1262667.022,6869863.871,-1056071.334
2022-01-04,20:51:00,1555724.0,6882007.173,278839.635
2022-01-04,20:54:00,1789015.574,6636420.933,1603502.579
2022-01-04,20:57:00,1947342.192,6143566.431,2869230.942
2022-01-04,21:00:00,2018652.925,5423405.36,4029443.703
2022-01-04,21:03:00,1994734.943,4504571.591,5041437.77
2022-01-04,21:06:00,1871724.743,3423177.591,5868000.468
